subject,data,modality,layer,stimType,contrast,focus,runType
sub-08,1.5158551520025227,VASO,8,eventStim,visiotactile,s1,eventStim
sub-08,1.6737193557578074,VASO,9,eventStim,visiotactile,s1,eventStim
sub-08,1.7057538918546729,VASO,10,eventStim,visiotactile,s1,eventStim
sub-08,1.4476507979410667,VASO,11,eventStim,visiotactile,s1,eventStim
sub-11,1.32586874804922,BOLD,1,eventStimRandom,visiotactile,v1,eventStim
sub-11,1.8047086943956938,BOLD,2,eventStimRandom,visiotactile,v1,eventStim
sub-11,2.4526242332368935,BOLD,3,eventStimRandom,visiotactile,v1,eventStim
sub-11,3.5275423171105964,BOLD,4,eventStimRandom,visiotactile,v1,eventStim
sub-11,4.4118230367629705,BOLD,5,eventStimRandom,visiotactile,v1,eventStim
sub-11,5.199693159284917,BOLD,6,eventStimRandom,visiotactile,v1,eventStim
sub-11,5.253948712063407,BOLD,7,eventStimRandom,visiotactile,v1,eventStim
sub-11,5.303127999137516,BOLD,8,eventStimRandom,visiotactile,v1,eventStim
sub-11,4.945790402537498,BOLD,9,eventStimRandom,visiotactile,v1,eventStim
sub-11,4.528926620379207,BOLD,10,eventStimRandom,visiotactile,v1,eventStim
sub-11,4.070782170868387,BOLD,11,eventStimRandom,visiotactile,v1,eventStim
sub-11,0.387333708595117,VASO,1,eventStimRandom,visiotactile,v1,eventStim
sub-11,0.604140809470449,VASO,2,eventStimRandom,visiotactile,v1,eventStim
sub-11,0.8767142585850287,VASO,3,eventStimRandom,visiotactile,v1,eventStim
sub-11,1.0573228892641073,VASO,4,eventStimRandom,visiotactile,v1,eventStim
sub-11,1.0501306354999542,VASO,5,eventStimRandom,visiotactile,v1,eventStim
sub-11,0.9923118705945936,VASO,6,eventStimRandom,visiotactile,v1,eventStim
sub-11,0.9348201124571978,VASO,7,eventStimRandom,visiotactile,v1,eventStim
sub-11,0.9952610356024713,VASO,8,eventStimRandom,visiotactile,v1,eventStim
sub-11,0.8730248655431355,VASO,9,eventStimRandom,visiotactile,v1,eventStim
sub-11,0.7995453585172072,VASO,10,eventStimRandom,visiotactile,v1,eventStim
sub-11,0.7705117967527579,VASO,11,eventStimRandom,visiotactile,v1,eventStim
sub-11,1.1036953768725026,BOLD,1,eventStimRandom,visiotactile,s1,eventStim
sub-11,1.2463403148147718,BOLD,2,eventStimRandom,visiotactile,s1,eventStim
sub-11,1.6281315126038831,BOLD,3,eventStimRandom,visiotactile,s1,eventStim
sub-11,1.7948855451136803,BOLD,4,eventStimRandom,visiotactile,s1,eventStim
sub-11,2.193715081271464,BOLD,5,eventStimRandom,visiotactile,s1,eventStim
sub-11,2.1888469780964037,BOLD,6,eventStimRandom,visiotactile,s1,eventStim
sub-11,2.5501542893038796,BOLD,7,eventStimRandom,visiotactile,s1,eventStim
sub-11,2.5115448704655496,BOLD,8,eventStimRandom,visiotactile,s1,eventStim
sub-11,2.219782717327277,BOLD,9,eventStimRandom,visiotactile,s1,eventStim
sub-11,1.180516480235383,BOLD,10,eventStimRandom,visiotactile,s1,eventStim
sub-11,0.1249043429104079,BOLD,11,eventStimRandom,visiotactile,s1,eventStim
sub-11,1.1183160414501767,VASO,1,eventStimRandom,visiotactile,s1,eventStim
sub-11,0.9364947504609039,VASO,2,eventStimRandom,visiotactile,s1,eventStim
sub-11,0.933711320755939,VASO,3,eventStimRandom,visiotactile,s1,eventStim
sub-11,0.9439884677477595,VASO,4,eventStimRandom,visiotactile,s1,eventStim
sub-11,1.180782373940205,VASO,5,eventStimRandom,visiotactile,s1,eventStim
sub-11,1.3852098332092966,VASO,6,eventStimRandom,visiotactile,s1,eventStim
sub-11,1.6206890746818057,VASO,7,eventStimRandom,visiotactile,s1,eventStim
sub-11,1.695245701597621,VASO,8,eventStimRandom,visiotactile,s1,eventStim
sub-11,1.4703434976624945,VASO,9,eventStimRandom,visiotactile,s1,eventStim
sub-11,0.9542412110371515,VASO,10,eventStimRandom,visiotactile,s1,eventStim
sub-11,0.4037036232018311,VASO,11,eventStimRandom,visiotactile,s1,eventStim
sub-12,2.308407720445873,BOLD,1,eventStimRandom,visiotactile,v1,eventStim
sub-12,3.2560504065726192,BOLD,2,eventStimRandom,visiotactile,v1,eventStim
sub-12,4.425572220827806,BOLD,3,eventStimRandom,visiotactile,v1,eventStim
sub-12,5.471974457257521,BOLD,4,eventStimRandom,visiotactile,v1,eventStim
sub-12,6.594288018368583,BOLD,5,eventStimRandom,visiotactile,v1,eventStim
sub-12,7.533286330469868,BOLD,6,eventStimRandom,visiotactile,v1,eventStim
sub-12,8.247219095549246,BOLD,7,eventStimRandom,visiotactile,v1,eventStim
sub-12,9.27869394053501,BOLD,8,eventStimRandom,visiotactile,v1,eventStim
sub-12,10.44993034545933,BOLD,9,eventStimRandom,visiotactile,v1,eventStim
sub-12,11.96228819074584,BOLD,10,eventStimRandom,visiotactile,v1,eventStim
sub-12,13.099974801821737,BOLD,11,eventStimRandom,visiotactile,v1,eventStim
sub-12,1.0326515405755887,VASO,1,eventStimRandom,visiotactile,v1,eventStim
sub-12,1.0852261918286483,VASO,2,eventStimRandom,visiotactile,v1,eventStim
sub-12,1.240166799623405,VASO,3,eventStimRandom,visiotactile,v1,eventStim
sub-12,1.4014454533217897,VASO,4,eventStimRandom,visiotactile,v1,eventStim
sub-12,1.5664232033447056,VASO,5,eventStimRandom,visiotactile,v1,eventStim
sub-12,1.767430934620247,VASO,6,eventStimRandom,visiotactile,v1,eventStim
sub-12,1.9731079777922687,VASO,7,eventStimRandom,visiotactile,v1,eventStim
sub-12,2.3173719527444754,VASO,8,eventStimRandom,visiotactile,v1,eventStim
sub-12,2.5475169832427658,VASO,9,eventStimRandom,visiotactile,v1,eventStim
sub-12,2.71384601557956,VASO,10,eventStimRandom,visiotactile,v1,eventStim
sub-12,2.6321225210746624,VASO,11,eventStimRandom,visiotactile,v1,eventStim
sub-13,2.8879606078068414,BOLD,1,eventStimRandom,visiotactile,v1,eventStim
sub-13,2.973039592483214,BOLD,2,eventStimRandom,visiotactile,v1,eventStim
sub-13,3.1053579170256853,BOLD,3,eventStimRandom,visiotactile,v1,eventStim
sub-13,3.3838209984253864,BOLD,4,eventStimRandom,visiotactile,v1,eventStim
sub-13,3.803674472005744,BOLD,5,eventStimRandom,visiotactile,v1,eventStim
sub-13,4.281184339523316,BOLD,6,eventStimRandom,visiotactile,v1,eventStim
sub-13,4.758006233279988,BOLD,7,eventStimRandom,visiotactile,v1,eventStim
sub-13,4.941117427178791,BOLD,8,eventStimRandom,visiotactile,v1,eventStim
sub-13,5.223503339486044,BOLD,9,eventStimRandom,visiotactile,v1,eventStim
sub-13,5.94962895639015,BOLD,10,eventStimRandom,visiotactile,v1,eventStim
sub-13,6.876583348621022,BOLD,11,eventStimRandom,visiotactile,v1,eventStim
sub-13,1.8969622288758938,VASO,1,eventStimRandom,visiotactile,v1,eventStim
sub-13,1.9476613998413086,VASO,2,eventStimRandom,visiotactile,v1,eventStim
sub-13,2.281453803938348,VASO,3,eventStimRandom,visiotactile,v1,eventStim
sub-13,2.493654565001857,VASO,4,eventStimRandom,visiotactile,v1,eventStim
sub-13,2.6704586305116353,VASO,5,eventStimRandom,visiotactile,v1,eventStim
sub-13,2.6268476274880497,VASO,6,eventStimRandom,visiotactile,v1,eventStim
sub-13,2.469842722355309,VASO,7,eventStimRandom,visiotactile,v1,eventStim
sub-13,1.8672002957025273,VASO,8,eventStimRandom,visiotactile,v1,eventStim
sub-13,1.0809859292673283,VASO,9,eventStimRandom,visiotactile,v1,eventStim
sub-13,0.5038600793017064,VASO,10,eventStimRandom,visiotactile,v1,eventStim
sub-13,0.09284370104184993,VASO,11,eventStimRandom,visiotactile,v1,eventStim
sub-14,1.1777516722679138,BOLD,1,eventStimRandom,visiotactile,v1,eventStim
sub-14,1.773404270105186,BOLD,2,eventStimRandom,visiotactile,v1,eventStim
sub-14,2.7331198155879974,BOLD,3,eventStimRandom,visiotactile,v1,eventStim
sub-14,3.760207930863914,BOLD,4,eventStimRandom,visiotactile,v1,eventStim
sub-14,4.343472961395506,BOLD,5,eventStimRandom,visiotactile,v1,eventStim
sub-14,4.823743313550949,BOLD,6,eventStimRandom,visiotactile,v1,eventStim
sub-14,5.128465787056954,BOLD,7,eventStimRandom,visiotactile,v1,eventStim
sub-14,5.759847525627382,BOLD,8,eventStimRandom,visiotactile,v1,eventStim
sub-14,6.409479070454836,BOLD,9,eventStimRandom,visiotactile,v1,eventStim
sub-14,7.144131887526739,BOLD,10,eventStimRandom,visiotactile,v1,eventStim
sub-14,7.625667347627528,BOLD,11,eventStimRandom,visiotactile,v1,eventStim
sub-14,2.0329341650009156,VASO,1,eventStimRandom,visiotactile,v1,eventStim
sub-14,2.4590820963265467,VASO,2,eventStimRandom,visiotactile,v1,eventStim
sub-14,2.86727247730134,VASO,3,eventStimRandom,visiotactile,v1,eventStim
sub-14,3.1291842400017433,VASO,4,eventStimRandom,visiotactile,v1,eventStim
sub-14,3.1824945854762245,VASO,5,eventStimRandom,visiotactile,v1,eventStim
sub-14,3.0970655595883727,VASO,6,eventStimRandom,visiotactile,v1,eventStim
sub-14,2.6507964215631925,VASO,7,eventStimRandom,visiotactile,v1,eventStim
sub-14,2.4703062757729524,VASO,8,eventStimRandom,visiotactile,v1,eventStim
sub-14,2.0744997344445437,VASO,9,eventStimRandom,visiotactile,v1,eventStim
sub-14,2.063756431260752,VASO,10,eventStimRandom,visiotactile,v1,eventStim
sub-14,1.9681491133044748,VASO,11,eventStimRandom,visiotactile,v1,eventStim
